asset_id,asset_type,material_type,age_years,crack_index,corrosion_level,vibration_rms,avg_daily_traffic,heavy_vehicle_pct,avg_temperature_f,humidity_pct,flood_risk_score,inspections_per_year,years_since_last_repair,strain_peak_microstrain,displacement_mm,failure_probability,failure_within_5yrs
A219624,Building,Steel,48.2,0.985,0.464,3.818,26484.0,0.161,22.7,70.6,0.292,2.54,9.0,332.9,5.22,0.449,0
A219625,Road,Composite,13.4,0.278,0.616,4.487,27481.0,0.117,49.2,,0.922,0.59,5.9,300.9,4.62,0.19,0
A219626,Bridge,Concrete,43.3,0.425,0.52,5.108,14512.0,0.194,60.6,57.5,0.358,2.59,8.3,134.2,9.08,0.286,0
A219627,Pipeline,Concrete,48.2,0.651,0.181,0.954,8340.0,0.136,87.2,100.0,0.698,1.99,6.8,306.3,1.01,0.402,0
A219628,Road,Asphalt,49.4,0.284,0.951,,,0.254,78.6,,0.514,0.78,4.5,198.2,4.85,0.354,0
A219629,Building,Steel,39.2,1.0,0.541,4.299,14189.0,0.232,64.1,87.5,0.585,0.43,6.0,267.2,11.64,0.534,0
A219630,Building,Composite,45.1,0.413,1.0,4.247,22127.0,0.247,71.4,,0.389,1.75,7.0,,6.98,0.513,0
A219631,Power_System,Steel,36.0,0.104,0.583,4.851,11009.0,0.219,57.3,71.1,0.488,2.27,0.6,380.8,6.34,0.302,0
A219632,Building,Composite,97.2,0.23672374329312532,0.0,1.416,20424.0,0.262,56.8,76.7,0.392,1.59,5.5,135.5,5.79,0.208,0
A219633,Road,Composite,40.8,0.754,0.315,8.332023278899394,15172.0,0.223,63.1,91.0,0.216,2.65,2.9,,3.99,0.268,0
A219634,Road,Steel,66.0,0.344,0.63,2.434,29402.0,0.0,42.2,88.6,0.452,2.81,5.9,79.3,6.02,0.474,0
A219635,Bridge,Concrete,30.5,0.796,0.421,0.989,14820.0,0.212,89.5,62.1,0.345,4.29,8.0,197.2,7.08,0.445,0
A219636,Road,Steel,9.2,0.684,0.553,2.311,30007.0,0.243,40.4,94.6,0.341,2.31,17.3,408.1,1.24,0.485,0
A219637,Building,Concrete,40.3,0.533,0.229,18.981852993334552,46825.0,0.169,83.5,84.4,0.122,2.46,9.5,1707.196641945217,4.47,0.35,0
A219638,Bridge,Concrete,47.7,0.413,0.317,4.853,18239.0,0.189,51.7,63.6,0.238,0.93,18.5,477.5,6.45,0.439,0
A219639,Bridge,Steel,34.6,0.768,0.502,7.351,31992.0,0.065,56.5,78.7,0.47,1.7,7.0,138.5,3.16,0.51,0
A219640,Pipeline,Asphalt,21.4,0.168,0.563,24.46616509026181,13131.0,0.212,70.3,70.9,0.624,2.88,6.4,,5.03,0.428,0
A219641,Road,Steel,36.1,0.619,0.568,2.635,18352.0,0.0,73.8,89.5,0.548,1.96,0.0,327.8,2.27,0.441,0
A219642,Pipeline,Steel,28.4,0.528,,5.88,21042.0,0.36,87.6,46.6,0.634,0.1,4.6,,10.23,0.457,0
A219643,Pipeline,Asphalt,34.9,0.413,0.496,3.041,,0.249,71.0,69.5,0.164,3.7,5.1,250.6,4.34,0.315,0
A219644,Bridge,Asphalt,79.7,0.6611737545805559,0.59,3.244,25069.0,0.242,68.2,75.5,0.539,,6.1,370.7,11.73,0.442,0
A219645,Building,Steel,35.3,,,,25517.0,0.205,71.6,,0.44,,7.6,186.8,5.05,0.26,0
A219646,Road,Steel,57.5,,0.384,4.221,19522.0,0.179,86.5,100.0,0.653,1.97,6.3,285.6,8.49,0.463,1
A219647,Bridge,Steel,42.5,0.737,0.386,1.592,13589.0,0.296,54.7,59.5,1.0,2.22,0.0,329.8,9.41,0.531,0
A219648,Building,Steel,62.9,0.683,0.826,5.479,37203.0,0.242,54.6,84.7,0.558,0.1,10.4,38.9,5.86,0.603,0
A219649,Building,Asphalt,76.8,0.6539268644507539,0.19,2.441,24357.0,0.276,42.9,80.8,0.257,1.43,15.0,200.2,1.91,0.342,0
A219650,Bridge,Concrete,92.0,1.0,0.515,2.225,26643.0,0.145,58.2,63.7,0.077,2.08,0.7,,7.52,0.52,0
A219651,Building,Steel,48.4,0.502,0.916,2.577,32381.0,0.314,80.1,47.9,0.561,3.9,10.0,205.4,6.82,0.603,0
A219652,Bridge,Concrete,52.5,0.423,0.726,2.85,20857.0,0.191,61.5,71.5,0.336,4.13,15.4,172.4,8.13,0.445,0
A219653,Road,Steel,28.7,0.389,0.023,1.771,23702.0,0.37,50.1,54.3,0.223,3.25,0.0,223.1,4.31,0.274,0
A219654,Pipeline,Steel,32.8,,0.381,3.766,11352.0,0.196,71.6,96.0,0.589,3.34,2.6,128.3,10.47,0.4,0
A219655,Power_System,Concrete,23.4,0.501,0.784,,12486.0,0.224,84.7,95.6,0.874,2.66,10.3,153.6,0.05,0.717,1
A219656,Power_System,Steel,42.3,0.93,0.728,3.209,7039.0,0.074,61.1,96.6,0.533,0.3,6.9,142.5,0.32,0.63,0
A219657,Building,Composite,39.1,0.668,0.097,3.578,19206.0,0.197,45.5,71.8,0.401,2.93,9.2,253.3,0.31,0.378,0
A219658,Power_System,Steel,50.9,0.66,0.757,0.348,19976.0,0.298,70.7,75.2,0.308,1.82,7.5,290.5,7.15,0.377,0
A219659,Bridge,Concrete,54.0,0.237,0.0,2.805,33865.0,0.326,29.3,64.2,0.703,0.93,11.3,205.6,3.29,0.334,0
A219660,Bridge,Composite,43.7,0.103,0.261,4.175,11436.0,0.166,74.9,95.4,1.0,1.84,9.8,134.9,8.85,0.297,0
A219661,Bridge,Steel,54.2,0.609,0.915,3.689,20069.0,0.301,61.3,49.8,0.53,1.11,8.9,196.8,6.71,0.508,0
A219662,Pipeline,Concrete,37.6,0.739,0.784,3.477,20655.0,0.282,85.5,59.8,0.0,0.1,4.9,77.1,0.06,0.515,0
A219663,Bridge,Steel,30.6,0.527,0.68,5.079,,0.179,31.6,96.3,0.661,2.96,10.0,353.9,3.35,0.433,0
A219664,Bridge,Concrete,11.5,0.84,0.328,2.064,5225.0,0.25,55.7,35.2,0.596,3.44,11.1,254.4,8.71,0.223,0
A219665,Bridge,Steel,43.5,0.07,0.218,5.289,15769.0,0.192,70.0,68.0,0.176,1.95,12.6,164.6,6.01,0.233,0
A219666,Pipeline,Concrete,25.6,0.165,0.313,5.572,,0.136,60.3,47.1,0.508,1.57,9.2,263.3,7.22,0.231,0
A219667,Pipeline,Steel,39.6,0.97,0.77,4.817,,0.159,32.1,70.7,0.579,1.02,8.4,300.3,0.41,0.583,0
A219668,Bridge,Concrete,30.2,0.834,0.301,,11265.0,0.198,50.2,49.5,0.295,2.33,2.6,94.4,1.69,0.338,0
A219669,Bridge,Steel,34.9,0.559,0.406,3.323,23543.0,0.368,48.0,86.2,0.176,1.94,4.6,307.0,0.504,0.456,0
A219670,Power_System,Concrete,39.1,0.381,0.488,4.387,12252.0,0.287,90.2,74.6,0.135,1.87,14.3,122.9,5.94,0.204,0
A219671,Road,Concrete,56.7,0.278,0.381,3.015,15029.0,0.172,69.6,80.4,0.261,2.08,9.1,354.5,5.24,0.233,0
A219672,Road,Steel,35.1,0.501,0.866,1.839,14327.0,0.292,67.9,49.5,0.492,1.35,9.9,314.4,4.02,0.388,0
A219673,Pipeline,Steel,46.8,0.754,0.421,1.882,22699.0,0.091,45.7,,0.384,3.51,4.5,238.5,5.29,0.465,1
A219674,Building,Asphalt,58.0,0.29,,2.811,33565.0,0.31,65.5,87.1,0.335,0.19,0.0,214.0,5.52,0.488,0
A219675,Pipeline,Concrete,18.2,0.438,0.5,0.768,12776.0,0.294,64.7,82.9,0.4,3.66,5.1,241.0,10.97,0.269,0
A219676,Bridge,Steel,23.9,0.974,0.409,3.332,36240.0,0.194,63.0,51.5,0.116,1.83,8.8,139.1,4.13,0.546,0
A219677,Road,Composite,17.1,0.671,0.806,7.202,24992.0,0.193,64.7,53.4,0.628,0.82,7.3,280.6,0.567,0.48,0
A219678,Building,Concrete,39.9,0.519,0.266,2.343,19418.0,0.124,59.3,74.1,0.068,1.17,3.9,177.9,7.34,0.384,0
A219679,Road,Steel,19.6,,0.134,4.328,0.0,0.334,37.5,62.8,0.292,2.44,6.5,229.6,3.18,0.396,0
A219680,Bridge,Composite,60.4,0.393,0.532,1.413,23631.0,0.318,64.2,73.9,0.229,1.61,5.6,372.2,2.22,0.447,0
A219681,Road,Steel,6.0,0.841,0.86,2.184,18562.0,0.287,47.2,100.0,0.477,1.43,1.1,190.4,6.99,0.539,1
A219682,Building,Concrete,43.0,0.278,0.524,2.968,17525.0,0.228,70.8,72.9,0.157,2.35,6.3,332.7,5.46,0.351,0
A219683,Power_System,Composite,44.7,,0.496,5.846,19976.0,0.019,79.2,73.5,0.458,,11.6,327.6,9.96,0.456,0
A219684,Building,Steel,53.7,0.689,0.354,2.467,25729.0,0.072,62.6,91.7,0.717,2.12,9.1,113.5,1.72,0.464,0
A219685,Building,Steel,29.4,0.66,,,30202.0,0.165,59.2,91.8,0.604,2.8,0.0,319.3,0.05,0.32,0
A219686,Building,Concrete,13.6,0.573,0.689,1.126,24961.0,0.3,84.1,79.3,0.197,1.54,15.1,194.6,8.03,0.467,0
A219687,Power_System,Asphalt,36.5,0.449,0.431,2.172,,0.156,39.6,82.0,0.005,0.1,0.0,192.9,10.6,0.233,0
A219688,Building,Steel,38.3,,0.401,2.691,25025.0,0.274,84.9,70.0,0.375,0.43,4.9,281.5,2.35,0.475,0
A219689,Pipeline,Steel,30.6,0.628,0.558,2.027,37783.0,0.207,83.5,98.3,0.752,0.53,11.8,127.7,5.68,0.457,0
A219690,Road,Asphalt,46.8,,0.033,1.496,3148.0,0.398,94.0,82.1,0.706,1.23,0.0,254.2,0.97,0.261,0
A219691,Power_System,Concrete,57.6,0.378,0.154,,32813.0,0.382,55.9,73.9,0.282,3.07,8.8,,5.43,0.441,0
A219692,Bridge,Steel,34.1,0.195,0.009,3.683,30705.0,0.257,47.3,50.1,0.558,2.09,10.4,228.6,6.22,0.207,0
A219693,Road,Asphalt,47.8,0.797,0.765,6.746,33964.0,0.145,56.9,21.1,0.763,,4.4,245.5,8.74,0.526,0
A219694,Building,Composite,49.4,,0.385,3.723,18281.0,0.112,81.8,63.7,0.247,1.84,12.5,397.6,9.89,0.299,0
A219695,Road,Composite,1.0,0.767,0.229,2.071,16861.0,0.204,103.7,62.3,0.696,1.34,18.7,114.8,2.45,0.483,0
A219696,Bridge,Steel,6.4,0.876,,3.679,0.0,0.286,48.5,68.0,0.523,2.28,12.4,143.6,7.86,0.5,0
A219697,Pipeline,Composite,37.5,0.563,0.311,2.499,17868.0,0.076,70.3,90.0,0.515,0.99,8.0,160.9,5.71,0.292,0
A219698,Building,Steel,65.2,0.427,0.314,4.739,33428.0,0.062,81.7,94.3,0.0,2.94,3.4,157.4,9.52,0.357,0
A219699,Pipeline,Concrete,24.1,0.239,0.809,3.222,10662.0,0.179,60.1,59.5,0.633,2.54,0.0,412.0,7.08,0.448,0
A219700,Building,Steel,48.7,0.578,0.923,5.289,,0.208,53.0,69.2,0.615,1.58,19.9,105.3,3.23,0.431,0
A219701,Bridge,Asphalt,29.6,,0.128,3.351,24101.0,0.109,96.0,89.5,0.253,0.54,9.7,223.1,2.84,0.277,0
A219702,Building,Steel,29.8,0.376,0.512,0.811,15106.0,0.184,76.7,76.4,0.339,0.1,2.9,,5.37,0.37,0
A219703,Road,Asphalt,28.9,0.119,0.916,5.706,9900.0,0.223,45.9,27.2,0.571,0.64,0.0,157.0,6.7,0.386,0
A219704,Road,Composite,43.6,0.476,0.277,,21162.0,0.144,40.8,49.0,0.356,2.0,8.0,321.9,5.3,0.34,0
A219705,Building,Steel,33.6,,0.52,6.411,4703.0,0.305,53.6,59.5,0.279,,4.0,251.0,6.64,0.296,0
A219706,Pipeline,Steel,25.5,0.793,0.86,2.308,22185.0,0.103,44.0,40.5,0.0,2.12,7.4,421.9,6.72,0.632,0
A219707,Road,Concrete,21.2,0.786,0.631,3.182,4021.0,0.068,70.4,52.3,0.741,0.97,12.8,175.4,5.58,0.552,0
A219708,Road,Concrete,17.7,0.586,0.0,0.96,15102.0,0.089,42.9,84.9,0.0,0.93,5.7,56.4,9.92,0.161,1
A219709,Road,Asphalt,1.0,0.73,0.202,3.842,16474.0,0.186,90.0,59.2,0.388,2.61,11.0,489.4,0.441,0.316,0
A219710,Building,Composite,51.6,0.757,0.431,,36493.0,0.098,44.4,84.3,0.289,1.86,5.9,106.9,4.82,0.484,0
A219711,Pipeline,Steel,39.5,,0.323,5.191,0.0,0.052,46.7,58.0,0.0,1.85,11.2,186.3,5.59,0.466,0
A219712,Building,Asphalt,29.2,0.615,0.557,3.172,,0.186,106.4,71.2,0.971,1.78,10.2,166.2,7.98,0.417,0
A219713,Power_System,Concrete,61.8,0.527,0.594,4.357,10116.0,0.25,93.1,92.0,1.0,3.18,9.0,170.3,10.69,0.505,0
A219714,Road,Asphalt,25.9,,0.716,,30544.0,0.095,86.3,,0.327,3.95,4.5,282.7,3.47,0.317,0
A219715,Building,Steel,38.7,0.334,0.524,2.553,,0.0,43.6,100.0,0.298,0.95,0.0,269.6,0.644,0.389,0
A219716,Bridge,Asphalt,48.4,,0.285,3.385,21011.0,0.044,76.7,94.7,0.606,1.67,4.7,351.2,5.53,0.275,0
A219717,Road,Asphalt,14.7,0.67,0.292,1.879,27187.0,0.194,33.7,65.0,0.206,1.5,10.3,152.5,4.18,0.347,0
A219718,Pipeline,Steel,33.3,0.487,0.178,3.49,4882.0,0.289,66.2,89.2,0.466,2.53,14.2,100.4,0.18,0.254,0
A219719,Building,Composite,45.0,0.399,0.828,4.974,30374.0,0.177,61.4,54.5,0.231,0.98,19.6,503.1,7.46,0.576,0
A219720,Pipeline,Steel,64.5,,0.903,1.137,19451.0,0.185,24.6,66.8,0.381,,16.8,538.5,10.59,0.774,1
A219721,Road,Steel,37.7,0.142,0.908,4.796,16813.0,0.05,104.2,72.5,0.759,3.85,9.2,150.0,2.3,0.396,0
A219722,Power_System,Concrete,25.3,0.429,,4.897,25435.0,0.214,94.8,76.6,0.123,1.35,7.2,185.6,10.96,0.422,0
A219723,Bridge,Concrete,8.1,0.457,0.593,6.667,17419.0,0.155,55.8,97.7,0.127,1.43,0.0,166.5,8.89,0.352,0
A219724,Pipeline,Steel,54.3,0.703,0.197,4.665,15951.0,0.135,66.5,73.9,0.237,1.95,12.4,181.7,5.26,0.499,0
A219725,Road,Steel,39.7,0.681,0.544,4.053,11120.0,0.027,73.8,41.5,0.342,2.8,1.9,200.0,4.64,0.409,0
A219726,Bridge,Concrete,33.4,0.176,0.634,4.033,,0.15,91.9,84.5,0.434,1.14,0.0,246.7,8.16,0.432,0
A219727,Power_System,Steel,56.4,0.699,0.731,4.803,23876.0,0.291,63.0,67.2,0.826,2.31,11.1,,0.885,0.586,1
A219728,Building,Asphalt,1.0,0.668,0.236,3.083,21035.0,0.41,57.6,,0.0,2.24,5.1,343.6,12.68,0.263,0
A219729,Building,Steel,34.3,0.549,0.0,1.33,18538.0,0.076,51.0,62.0,0.483,,9.8,338.2,0.87,0.315,0
A219730,Bridge,Concrete,10.2,,0.386,6.903,6001.0,0.202,60.5,64.6,0.218,0.97,6.2,145.2,5.01,0.43,0
A219731,Building,Concrete,9.1,0.34,0.893,1.255,31752.0,0.186,86.3,83.0,0.285,1.46,5.4,363.0,0.23,0.257,0
A219732,Road,Concrete,67.5,0.791,0.301,4.722,3276.0,0.326,43.7,47.9,0.346,1.59,10.5,217.8,1.8,0.567,0
A219733,Road,Steel,11.7,0.728,0.804,4.53,,0.247,46.4,41.7,0.613,2.57,7.8,100.7,8.08,0.535,0
A219734,Pipeline,Concrete,37.2,0.506,0.376,,33272.0,0.147,52.3,73.2,0.672,0.1,13.1,241.1,7.18,0.394,0
A219735,Building,Steel,44.3,0.46,0.429,4.169,,0.165,44.6,71.6,0.303,0.59,5.6,227.9,10.41,0.312,0
A219736,Power_System,Steel,30.9,0.34,0.157,4.995,34087.0,0.416,69.7,38.3,0.427,2.65,2.3,,5.77,0.316,0
A219737,Pipeline,Steel,61.7,0.85,0.26,4.645,26312.0,0.178,76.7,66.3,0.434,0.18,11.2,66.7,6.65,0.493,0
A219738,Building,Concrete,1.0,0.555,0.187,,8621.0,0.133,77.6,57.2,0.644,3.88,15.3,62.4,4.02,0.404,0
A219739,Building,Concrete,2.6,0.498,0.411,2.806,29989.0,0.151,72.3,50.9,0.326,0.62,12.7,193.5,0.05,0.413,0
A219740,Pipeline,Asphalt,62.2,0.189,0.341,5.957,38644.0,0.255,65.2,86.6,0.398,3.12,1.9,39.5,0.05,0.398,0
A219741,Power_System,Concrete,25.9,0.18,0.0,2.664,0.0,0.217,94.8,39.3,0.0,1.25,5.8,332.2,9.17,0.077,0
A219742,Road,Concrete,19.6,0.121,0.227,4.319,13142.0,0.179,46.5,100.0,0.381,1.78,10.7,421.0,6.97,0.125,0
A219743,Bridge,Steel,45.0,0.642,0.656,4.076,19284.0,0.192,49.8,45.1,1.0,2.68,4.7,242.0,11.16,0.626,0
A219744,Road,Composite,3.5,0.837,0.347,1.446,23097.0,0.292,50.5,75.1,0.63,0.93,7.3,211.9,11.42,0.358,0
A219745,Pipeline,Steel,74.8,0.5419412481875658,0.904,4.75,19876.0,0.176,36.5,84.5,0.0,0.94,10.3,142.7,9.15,0.41,0
A219746,Building,Concrete,39.1,0.92,,4.092,6744.0,0.042,62.3,73.2,0.306,2.03,6.8,257.2,5.9,0.542,0
A219747,Building,Concrete,84.3,0.3510141928186844,0.0,4.705,13443.0,0.215,54.8,57.0,0.604,3.0,7.6,221.6,0.67,0.468,0
A219748,Bridge,Steel,49.3,0.296,0.64,3.577,21007.0,0.207,36.0,71.9,0.034,1.01,6.1,256.0,2.99,0.497,0
A219749,Bridge,Steel,13.1,,0.414,4.414,24810.0,0.188,61.9,48.5,0.611,,4.9,250.1,3.15,0.15,0
A219750,Bridge,Composite,31.5,0.383,0.543,,0.0,0.244,35.5,63.9,0.746,0.1,11.5,61.8,8.2,0.363,0
A219751,Power_System,Asphalt,50.2,0.587,0.502,4.472,27431.0,0.011,87.8,70.6,0.3,2.27,0.3,227.6,9.23,0.445,0
A219752,Bridge,Steel,46.0,0.627,0.917,3.088,8364.0,0.156,90.8,97.5,0.144,2.14,7.5,406.4,3.48,0.437,0
A219753,Building,Steel,70.6,,0.849,3.853,47559.0,0.339,72.3,72.4,0.622,1.12,9.9,126.0,3.25,0.528,0
A219754,Bridge,Steel,34.9,1.0,1.0,2.886,45200.0,0.088,80.0,63.4,0.769,0.1,7.7,288.1,0.05,0.745,1
A219755,Building,Asphalt,13.5,0.448,0.398,0.595,14130.0,0.194,48.1,73.1,0.374,2.53,8.0,266.6,0.526,0.378,0
A219756,Pipeline,Steel,3.4,0.716,0.635,0.363,27024.0,0.241,74.2,65.8,0.567,1.65,8.1,105.0,8.26,0.514,0
A219757,Building,Concrete,38.8,0.756,0.056,,11137.0,0.341,55.9,53.4,0.33,0.1,7.0,323.2,5.17,0.314,0
A219758,Power_System,Asphalt,33.4,0.594,0.036,3.26,18234.0,0.163,76.6,70.9,0.163,0.45,9.9,111.3,4.88,0.128,0
A219759,Power_System,Concrete,62.0,0.355,0.674,3.996,15819.0,0.166,34.2,48.6,0.836,2.96,3.0,198.2,8.32,0.539,1
A219760,Bridge,Concrete,48.9,0.973,,2.977,,0.437,72.5,,0.348,3.23,0.0,122.4,8.43,0.52,0
A219761,Building,Steel,21.1,0.323,0.43,2.551,40020.0,0.194,84.3,66.0,0.0,2.18,6.7,63.2,3.93,0.077,0
A219762,Building,Concrete,21.5,0.794,0.394,2.838,36776.0,0.197,31.9,67.5,0.028,3.09,0.0,311.5,0.9289999999999999,0.387,0
A219763,Road,Asphalt,32.0,0.642,0.426,2.701,8986.0,0.193,76.0,34.8,0.749,,3.2,139.3,5.09,0.591,0
A219764,Bridge,Concrete,31.9,0.175,,2.604,38758.0,0.223,58.3,76.6,0.864,0.1,3.8,272.6,6.03,0.255,0
A219765,Pipeline,Steel,53.2,0.523,0.239,5.342,25711.0,0.369,78.5,35.4,0.127,3.04,9.0,232.6,8.83,0.262,0
A219766,Pipeline,Concrete,60.2,0.436,0.0,0.05,,0.33,65.8,70.9,0.23,1.11,5.0,76.8,5.54,0.307,0
A219767,Bridge,Composite,3.4,0.625,0.621,2.582,,0.242,30.5,100.0,0.438,1.7,11.9,226.8,9.97,0.404,0
A219768,Building,Concrete,35.4,0.188,,10.19150447931658,0.0,0.325,80.2,48.0,0.781,2.16,3.7,1023.1078503202701,3.73,0.384,0
A219769,Pipeline,Concrete,28.0,0.291,0.478,1.873,17527.0,0.203,69.9,59.9,0.281,0.57,11.8,266.9,8.76,0.342,0
A219770,Pipeline,Asphalt,46.1,1.0,0.732,,9161.0,0.084,55.4,61.7,0.795,0.67,6.9,417.8,11.96,0.569,0
A219771,Building,Asphalt,51.7,0.485,,3.289,18010.0,0.185,89.6,51.9,0.038,2.02,14.3,366.3,8.18,0.39,0
A219772,Road,Steel,37.4,0.886,0.461,,,0.058,84.4,62.2,0.202,0.56,13.7,138.3,8.62,0.419,0
A219773,Power_System,Steel,32.0,0.529,,2.219,14180.0,0.2,61.8,66.1,0.642,,0.0,208.6,3.08,0.324,0
A219774,Pipeline,Steel,31.2,0.294,0.267,1.784,27731.0,0.202,53.0,72.1,0.347,2.63,5.1,,9.82,0.287,0
A219775,Road,Concrete,30.1,0.819,,1.101,23287.0,0.125,48.8,56.8,0.096,2.03,5.1,178.9,4.85,0.228,0
A219776,Road,Asphalt,49.5,0.407,0.162,5.414,69.0,0.183,64.2,59.1,0.374,3.29,9.2,169.4,9.55,0.311,0
A219777,Road,Steel,51.5,0.305,0.54,2.525,5874.0,0.113,82.4,100.0,0.439,2.87,7.4,195.9,6.69,0.343,0
A219778,Power_System,Steel,33.2,0.032,0.387,0.763,14238.0,0.286,52.2,81.6,0.0,0.37,9.0,422.0,3.57,0.06,1
A219779,Pipeline,Steel,40.0,0.481,0.441,3.635,11135.0,0.13,106.0,61.7,0.062,0.95,10.0,183.4,5.2,0.268,0
A219780,Pipeline,Steel,47.6,0.76,0.825,4.928,32539.0,0.255,93.0,100.0,0.568,0.88,0.0,435.7,7.37,0.711,0
A219781,Power_System,Steel,20.8,0.351,0.632,0.21,12759.0,0.129,44.8,82.3,0.096,3.27,12.3,233.4,7.97,0.361,0
A219782,Pipeline,Concrete,36.2,0.832,0.276,1.945,0.0,0.17,69.9,91.9,1.0,1.0,4.7,158.9,8.05,0.56,0
A219783,Pipeline,Concrete,29.8,0.503,0.579,5.28,13227.0,0.395,74.2,82.2,0.122,2.4,7.0,144.1,0.77,0.313,0
A219784,Road,Steel,61.3,0.399,0.623,3.61,4965.0,0.0,80.5,78.6,0.305,1.1,1.6,47.3,5.32,0.596,0
A219785,Building,Composite,15.3,0.533,0.792,0.304,20958.0,0.131,38.3,87.0,0.456,1.6,5.5,115.4,12.49,0.388,0
A219786,Pipeline,Concrete,19.3,0.608,0.383,0.05,17955.0,0.118,47.5,56.3,0.444,0.37,0.0,,9.95,0.505,0
A219787,Road,Steel,50.6,0.986,,1.867,0.0,0.182,45.9,76.8,0.689,2.24,3.8,273.8,8.61,0.473,0
A219788,Bridge,Steel,71.0,0.17522004649465986,0.073,2.583,22054.0,0.03,55.8,55.3,0.286,1.95,11.7,382.2,11.86,0.343,0
A219789,Road,Concrete,29.7,0.703,0.007,1.738,18844.0,0.139,56.3,,0.44,2.56,13.8,146.8,9.23,0.433,0
A219790,Building,Concrete,28.1,,0.194,2.705,5137.0,0.0,86.4,65.6,0.512,0.1,5.8,265.0,3.29,0.377,0
A219791,Bridge,Steel,9.7,0.243,0.253,0.638,3356.0,0.194,87.0,48.4,0.0,2.89,2.9,245.1,3.84,0.121,0
A219792,Building,Asphalt,45.4,0.477,0.071,3.337,8240.0,0.245,57.5,42.5,0.134,0.46,1.8,269.1,13.7,0.26,0
A219793,Building,Concrete,36.4,0.157,0.272,2.043,21907.0,0.155,104.7,64.5,0.962,0.49,0.1,303.6,8.08,0.246,0
A219794,Bridge,Steel,38.2,0.595,0.625,4.539,20987.0,0.201,72.6,49.2,0.58,3.72,4.5,309.9,3.95,0.457,0
A219795,Bridge,Asphalt,22.4,0.438,0.0,5.979,28836.0,0.12,62.2,35.0,0.625,,14.0,,0.6,0.317,0
A219796,Building,Steel,52.0,0.593,0.779,3.028,11452.0,0.366,69.2,73.0,0.668,1.09,7.6,342.6,5.44,0.655,1
A219797,Pipeline,Composite,45.5,0.456,0.549,2.293,25464.0,0.367,45.8,54.7,0.266,3.14,8.2,268.8,2.61,0.422,0
A219798,Building,Asphalt,77.4,,0.62,2.279,27980.0,0.155,32.2,77.8,0.0,2.0,4.0,166.7,5.63,0.584,0
A219799,Power_System,Concrete,36.5,0.769,0.283,7.09,21182.0,0.228,76.8,59.2,0.07,3.12,9.1,157.6,4.98,0.533,0
A219800,Bridge,Concrete,23.1,0.206,0.841,2.378,25012.0,0.032,42.9,89.6,0.01,1.46,0.0,168.2,0.41,0.328,0
A219801,Pipeline,Concrete,58.4,0.442,0.45,4.033,36122.0,0.0,42.1,98.1,0.504,3.04,15.5,,7.09,0.491,0
A219802,Road,Concrete,87.8,0.9245869148935192,0.307,4.646,16101.0,0.374,87.1,67.8,0.011,1.39,7.9,143.0,9.31,0.412,0
A219803,Road,Steel,30.4,0.54,0.317,2.215,25165.0,0.147,39.0,74.6,0.225,1.53,1.4,375.7,8.96,0.303,0
A219804,Bridge,Composite,59.0,0.0,1.0,6.61,26997.0,0.061,75.0,,0.632,,1.1,352.3,7.64,0.531,0
A219805,Building,Asphalt,26.5,0.975,,,36344.0,0.148,23.3,66.5,0.075,0.75,5.1,262.2,2.49,0.454,0
A219806,Road,Composite,33.0,0.481,,3.989,25476.0,0.102,45.6,56.4,0.329,2.89,5.9,368.6,1.91,0.639,0
A219807,Bridge,Concrete,22.0,0.0,0.485,3.897,30626.0,0.098,56.5,90.1,0.06,2.57,15.3,176.7,8.59,0.244,0
A219808,Bridge,Concrete,61.4,0.323,,2.54,22856.0,0.208,80.2,71.5,0.311,,6.2,190.0,9.8,0.486,0
A219809,Road,Steel,44.9,0.445,0.0,2.094,,0.259,64.6,44.7,0.537,1.15,6.0,182.9,8.52,0.314,0
A219810,Road,Asphalt,53.8,0.898,0.156,5.639,15630.0,0.234,30.4,86.7,0.78,0.1,3.8,95.4,3.57,0.434,0
A219811,Building,Composite,70.5,,0.538,3.045,17534.0,0.083,70.2,61.5,0.778,2.53,12.4,260.9,8.27,0.348,0
A219812,Bridge,Steel,1.0,0.303,0.717,1.67,19833.0,0.172,70.7,,0.93,,0.0,349.9,5.98,0.385,0
A219813,Road,Steel,4.0,0.41,0.378,0.809,5949.0,0.213,75.6,62.9,0.265,2.51,8.1,15.0,3.44,0.324,0
A219814,Power_System,Concrete,28.6,0.446,0.565,0.551,47567.0,0.025,67.0,91.2,0.0,1.3,7.5,344.9,7.19,0.218,0
A219815,Road,Concrete,30.7,0.655,0.0,3.637,11374.0,0.212,54.9,39.8,0.265,0.73,13.7,84.2,9.47,0.296,0
A219816,Bridge,Asphalt,36.6,0.39,0.486,4.264,10873.0,0.06,61.2,59.7,0.582,0.87,11.4,136.0,7.48,0.438,0
A219817,Bridge,Asphalt,70.6,0.000223179057716974,0.0,4.381,13705.0,0.135,88.8,93.4,0.0,,1.5,233.2,4.34,0.127,0
A219818,Power_System,Concrete,45.7,0.684,0.251,3.522,1912.0,0.257,45.2,87.2,0.119,1.96,8.7,203.3,0.05,0.628,0
A219819,Bridge,Concrete,38.5,0.32,0.496,1.325,14149.0,0.196,21.9,66.2,0.482,0.1,6.6,242.2,7.05,0.439,0
